filename,lld_0,lld_1,lld_2,lld_3,lld_4,lld_5,lld_6,lld_7,lld_8,lld_9,lld_10,lld_11,lld_12,lld_13,lld_14,lld_15,lld_16,lld_17,lld_18,lld_19,lld_20,lld_21,lld_22,lld_23,lld_24,lld_25,lld_26,lld_27,lld_28,lld_29,lld_30,lld_31,lld_32,lld_33,lld_34,lld_35,lld_36,lld_37,lld_38,lld_39,lld_40,lld_41,lld_42,lld_43,lld_44,lld_45,lld_46,lld_47,lld_48,lld_49,lld_50,lld_51,lld_52,lld_53,lld_54,lld_55,lld_56,lld_57,lld_58,lld_59,lld_60,lld_61,lld_62,lld_63,lld_64
1810-phrase.wav,0.0,0.22125433,0.0,0.0,0.0,-100.0,0.08268257,0.98834115,0.024512744,0.023263888,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.00010717299,1.34153115e-05,31.25,31.25,41.666668,62.5,0.032797318,40.31836,0.8049105,7564.621,64.32452,5223.1567,-0.010853629,0.03289568,4.2014173e-05,18.099623,22.469778,10.659576,11.895114,3.0487373,10.01219,13.22252,24.432837,27.978247,20.35713,25.508202,10.116855,11.016727,-6.093637
2556-phrase.wav,0.0,0.6088765,0.0,0.0,0.0,-100.0,0.03646942,0.98834115,0.0009660893,0.02986111,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.4425508e-06,1.5208761e-06,31.25,31.25,62.5,114.583336,0.0016906168,222.42836,1.7933506,847994.8,6.0511074,40.72833,-1.5187504e-05,0.16310544,1.451091e-06,5.871893,13.029686,1.5668974,9.654679,5.560662,10.965877,10.495788,4.4214296,7.76652,10.973567,15.043666,3.4462736,4.567173,-0.28998557
1783-phrase.wav,0.0,0.5671862,0.0,0.0,0.0,-100.0,0.067105025,0.98834115,0.006604226,0.03125,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.1443352e-05,6.9636676e-06,31.25,31.25,52.083332,62.5,0.00425214,68.02401,1.1665703,131561.89,16.379267,283.503,-0.00070107606,0.05457868,1.3179445e-05,9.676749,21.318834,-1.6509053,13.186886,17.17007,21.89504,18.968315,11.014945,5.581938,0.699735,14.3793335,4.4790964,11.424214,5.6103597
1599-phrase.wav,0.0,0.58344406,0.0,0.0,0.0,-100.0,0.062593244,0.98834115,0.0038181562,0.085763894,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.6164515e-05,6.546397e-06,104.166664,229.16667,281.25,708.3333,0.009901978,400.31287,2.8092191,1046339.3,8.162464,86.574715,-0.00014407518,0.32796878,1.1603263e-05,10.57032,15.828097,-3.4500828,11.596744,-0.5264794,10.135537,13.977891,5.201679,17.76428,13.55751,11.599445,-7.4463525,4.440382,0.92116004
1913-phrase.wav,0.0,0.52195877,0.0,0.0,0.0,-100.0,0.19652562,0.98834115,0.012933712,0.035416666,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0001243633,0.00037667327,31.25,31.25,41.666668,322.91666,0.024843311,167.05287,1.4919605,389558.72,7.566887,73.562416,-0.0028588027,0.1272661,0.00023088667,7.780331,-0.80750495,-0.8777466,-1.3838853,10.534299,13.25286,17.21649,15.2520685,8.325096,1.7427897,23.2898,12.558594,13.946034,9.364331
1303-phrase.wav,0.0,0.44345674,0.0,0.0,0.0,-100.0,0.05643396,0.98834115,0.0082775615,0.026041666,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.4523299e-05,4.6523364e-06,31.25,31.25,41.666668,62.5,0.012583744,47.31035,0.7913451,44572.863,30.22967,1050.1459,-0.001002644,0.037540257,9.045393e-06,11.861054,17.596542,6.148461,11.302585,3.929744,16.483107,10.646885,3.8648586,9.369496,12.685399,23.947449,10.126309,15.814903,13.958549
119-phrase.wav,0.0,0.31975576,0.0,0.0,0.0,-100.0,0.076340266,0.98834115,0.005921926,0.036458332,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,5.5767146e-06,1.9864317e-05,31.25,31.25,31.25,62.5,0.005953561,76.36243,1.0510174,151461.94,13.349757,210.51506,-0.00052745355,0.05727009,9.025948e-06,4.7866535,6.3041625,14.419885,14.856904,13.618392,15.3278,11.945729,19.625168,16.322208,10.452106,9.862653,7.487784,6.9760723,7.1152973
1715-phrase.wav,0.0,0.2504246,0.0,0.0,0.0,-100.0,0.051252004,0.98834115,0.0045698253,0.011111111,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,3.088214e-06,5.1178467e-06,31.25,31.25,52.083332,62.5,0.007690689,92.278175,1.209848,249632.92,13.653895,220.99634,-0.00022229411,0.07168611,4.3923433e-06,6.9327602,15.916378,1.8042213,15.376286,9.630464,19.902008,8.783569,15.953074,14.17674,8.058707,23.66604,10.769063,7.259357,3.6072197
1987-phrase.wav,0.0,0.50505054,0.0,0.0,0.0,-100.0,0.05026944,0.98834115,0.0029818397,0.04791667,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.064162e-06,2.51379e-06,31.25,31.25,52.083332,83.333336,0.009047074,322.88147,1.7195097,1573684.0,6.0912986,49.907803,-0.00012881476,0.23166303,6.107565e-06,2.7980778,24.84091,-5.951076,11.860332,11.850098,14.796369,10.20189,4.8506465,6.5355797,3.7298362,18.230373,9.550188,8.230045,8.441093
715-phrase.wav,0.0,0.49296388,0.0,0.0,0.0,-100.0,0.036820088,0.98834115,0.0019653386,0.021527776,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,2.342094e-06,1.2709992e-06,31.25,31.25,52.083332,83.333336,0.004156248,127.179924,1.4621838,413272.28,10.089438,117.711464,-5.3108364e-05,0.09824372,2.2089018e-06,7.5781446,21.331062,-0.24836922,10.2498045,13.148877,18.407156,20.23288,1.7367344,4.747682,5.143479,8.507202,-0.5838081,9.058685,7.6743965
