filename,lld_0,lld_1,lld_2,lld_3,lld_4,lld_5,lld_6,lld_7,lld_8,lld_9,lld_10,lld_11,lld_12,lld_13,lld_14,lld_15,lld_16,lld_17,lld_18,lld_19,lld_20,lld_21,lld_22,lld_23,lld_24,lld_25,lld_26,lld_27,lld_28,lld_29,lld_30,lld_31,lld_32,lld_33,lld_34,lld_35,lld_36,lld_37,lld_38,lld_39,lld_40,lld_41,lld_42,lld_43,lld_44,lld_45,lld_46,lld_47,lld_48,lld_49,lld_50,lld_51,lld_52,lld_53,lld_54,lld_55,lld_56,lld_57,lld_58,lld_59,lld_60,lld_61,lld_62,lld_63,lld_64
495-iau.wav,167.86165,0.810085,0.0,0.0,0.068817295,22.788069,0.98247653,0.98834115,0.10855404,0.06666667,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.384549,0.048528146,156.25,187.5,312.5,375.0,0.029912084,336.24014,3.118467,400525.9,5.758896,40.652332,-0.26057056,0.30557236,0.40714845,15.340291,29.544691,38.202343,-4.768699,-17.584002,9.700671,-8.727212,-35.08933,21.399279,-0.8241675,-15.824028,1.2595135,3.4471939,-5.8615627
1778-iau.wav,219.63594,0.82495004,0.0,0.0,0.04429372,28.531677,0.6178753,0.98834115,0.06619731,0.06944444,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.17753999,0.011865203,218.75,218.75,250.0,281.25,0.011861709,314.7666,2.38315,266673.03,6.8496017,56.09752,-0.09671124,0.30068782,0.24960639,14.718048,29.917343,38.968548,-26.668291,-18.766905,5.317124,-22.54245,-15.855464,-6.4010925,-1.2088751,-35.749973,-14.471494,-11.603747,-26.373808
1828-iau.wav,219.45964,0.80425876,0.0,0.0,0.06179397,15.655339,0.94265884,0.98834115,0.115553044,0.06006944,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.55615205,0.04706852,208.33333,218.75,250.0,291.66666,0.08644266,330.3417,2.459975,360532.9,7.105161,61.417603,-0.31431276,0.31212136,0.78668326,13.976094,23.78176,36.709126,1.6295629,-41.54758,14.6723175,-22.626999,-16.31431,-18.94094,-7.3050575,-7.118831,-38.589893,12.31207,-29.15325
2110-iau.wav,188.5084,0.8139954,0.0,0.0,0.008332263,30.300844,0.47756195,0.98834115,0.08286471,0.025,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.07067284,0.00036517088,187.5,187.5,218.75,218.75,0.013779917,215.09637,2.166186,72905.414,15.993215,274.25314,-0.1560445,0.22537489,0.20831041,22.713982,46.7112,33.045166,-13.224133,11.609035,-15.62419,-0.08844393,-18.879578,-9.668292,2.5944886,-26.059729,4.1979675,-1.8591541,-18.70929
720-iau.wav,0.0,0.42043313,0.0,0.0,0.0,-100.0,1.1046325,0.98834115,0.0944198,0.04375,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.04636276,0.22656478,31.25,52.083332,2916.6667,3531.25,0.11943278,1243.0948,3.5836906,3062902.2,1.236011,3.7288043,-0.10499424,0.75992936,0.08595473,-5.0419164,18.745468,34.604237,-14.014897,-19.346416,31.191568,-33.273216,-11.404939,5.8808274,7.103918,11.186913,7.261523,38.4548,-10.944966
2358-iau.wav,208.38782,0.82598615,0.0,0.0,0.028719904,30.955933,0.8810031,0.98834115,0.22180438,0.026041666,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.3575872,0.0046306145,187.5,218.75,218.75,270.83334,0.027213559,231.56104,2.2680113,18770.143,26.859169,1060.6356,-1.0750502,0.25044045,1.7947512,28.809393,33.874493,27.231348,0.11070361,-15.123138,-7.6514745,-14.211265,-25.546997,-5.133678,-6.8757424,-19.006666,-5.927419,-8.612903,-6.243326
2089-iau.wav,108.992256,0.7878268,0.0,0.0,0.004452782,26.304428,0.47604182,0.98834115,0.110772006,0.033333335,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.43048164,0.00025928454,187.5,218.75,250.0,250.0,0.04212312,223.19466,2.3974168,81325.94,19.986048,424.34818,-0.28111947,0.2371056,0.6580289,18.748945,56.99294,26.492926,22.198465,4.0680485,-10.088406,-0.1324575,-24.338049,-9.466395,-12.55592,-4.563601,-16.324982,-2.6993873,-2.688172
1436-iau.wav,139.98921,0.7979014,0.0,0.0,0.016088082,27.40876,0.62673676,0.98834115,0.09972033,0.016666668,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.35030937,0.005477,125.0,156.25,250.0,312.5,0.023545196,206.62,2.9346879,88664.22,13.162285,208.47768,-0.22818463,0.21372873,0.31791797,21.655725,42.88332,44.677654,-11.811913,2.3633988,-2.1758807,-22.511786,-0.1368777,1.0882001,8.151147,1.4910468,-8.112193,-6.5872035,9.688138
886-iau.wav,182.42352,0.8136249,0.0,0.0,0.016637206,29.807184,1.0894353,0.98834115,0.26966262,0.059722226,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,2.2349205,0.0108574135,156.25,187.5,250.0,375.0,0.050846573,232.24878,2.6548836,33118.41,19.38817,526.9493,-1.6115416,0.2500819,2.413479,27.444517,38.377537,38.954563,-8.4333725,-5.5509734,-5.801314,-25.023268,-5.747391,-21.543882,3.8921635,-8.012807,-4.244827,7.544081,-3.4773014
1889-iau.wav,220.53654,0.8372128,0.0,0.0,0.005612534,29.17002,1.5551063,0.98834115,0.17903006,0.107986115,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.8830557,0.20130993,218.75,250.0,406.25,468.75,0.047316,428.14456,3.1249335,435241.16,4.5163627,25.282623,-0.72020763,0.38699257,1.8936882,16.055315,18.033606,34.317234,-25.674477,-28.947113,3.2614625,-17.215326,-31.809439,0.956239,-11.257031,-10.934251,-7.686872,-13.061119,-16.174065
